Table,Player 1,P1 Wins,Player 2,P2 Wins
1,Ben van Wijk,2,Pablo Pirata,0
2,Bram Deppenbroek,0,Tom de Ruiter,2
3,Davy Baardink,2,Rizi,0
4,Dylan Holly,2,Toon de Vet,0
5,Eef vV,2,Simone Gottardi,0
6,Ettore Cerracchio,1,Tim Bunnik,1
7,Francesco Bernardi,1,Mark Bosma,1
8,Gianvito Taneburgo,0,Robbert,2
9,Gino De Guzman,0,Iain Ligthart,2
10,Guus Hinrichs,2,Lucas Feliciano,0
11,Jan Rijnbeek,0,Mark Coehoorn,2
12,Job Ortmans,0,Kasper Zijl,2
13,Laurent Paardekooper,0,Pim Rutgers,2
14,Leo Rodrigo Heran Balbuena,0,Raaayyyyyyyyyy,2
15,Mart Wessel Ordelmans,-,-,-
16,Max Roovers,0,Nicolas Komanski,2
17,Mirco Bonati,0,Roberto Schiavone,2
18,Nicolas Bordenabe,0,Sam Ye,2
19,Rufus Ang,2,Youri Bakker,0
20,Sjef van Schie,0,Vlad-Alexandru Negară,2
21,Tijmen van der Kamp,0,Tim Zemack,2
