Table,Player 1,P1 Wins,Player 2,P2 Wins
1,Andrey Petukhov,0,Nicolas Komanski,2
2,Ben van Wijk,0,Rufus Ang,2
3,Bram Deppenbroek,2,Robbert,0
4,Davy Baardink,0,Kasper Zijl,2
5,Dylan Holly,2,Tim Zemack,0
6,Eef vV,0,Tom de Ruiter,2
7,Ettore Cerracchio,1,Simone Gottardi,1
8,Francesco Bernardi,0,Tim Bunnik,2
9,Gianvito Taneburgo,2,Raaayyyyyyyyyy,0
10,Gino De Guzman,0,Mark Bosma,2
11,Guus Hinrichs,0,Sam Ye,2
12,Iain Ligthart,0,Mirco Bonati,2
13,Jan Rijnbeek,0,Max Roovers,2
14,Job Ortmans,-,-,-
15,Laurent Paardekooper,2,Rizi,0
16,Leo Rodrigo Heran Balbuena,0,Toon de Vet,2
17,Lucas Feliciano,2,Marc Van Doorn,0
18,Mark Coehoorn,2,Sjef van Schie,0
19,Mart Wessel Ordelmans,0,Pablo Pirata,2
20,Nicolas Bordenabe,2,Tijmen van der Kamp,0
21,Pim Rutgers,0,Youri Bakker,2
22,Roberto Schiavone,2,Vlad-Alexandru Negară,0
