Table,Player 1,P1 Wins,Player 2,P2 Wins
1,Aartos Locos,2,Nicolas Bordenabe,0
2,Alexander Hamilton,1,Jinja Kinyak,1
3,Arne Klarenberg,1,Mirco Bonati,1
4,Blom Bezemer,2,Collin Bos,0
5,Dylan Holly,2,Matteo Bellante,0
6,Dylan van Gelder,2,Vitaly Svetlov,0
7,Eef vV,2,Leonardo Paternotte,0
8,Emmanuel Blazquez,2,Toon de Vet,0
9,Ettore Cerracchio,2,Rob Lamers,0
10,Fernando Tong,2,Thomas Wood,0
11,Floris Heins,2,Simon Isphording,0
12,Floris Stapel,2,Tim Laros,0
13,Francesco Simonetto,0,Michael Joseph Purcell,2
14,Gianvito Taneburgo,2,Noah Westerweel,0
15,Irshaad,2,Tim Swillens,0
16,Jamie March,0,Nicolas Komanski,2
17,Jan Rijnbeek,1,Jelle Schneider,1
18,Jeff Wade,0,Jelle Zwaan,2
19,Johan Boesveld,0,Rob Vermaas,2
20,Liam Wyatt,2,Max Roovers,0
21,Lotte Klomp,2,Raven de Bruin,0
22,Marco Giocondo Mignone,0,Ramon Facchin,2
23,Marvin Schippmann,-,-,-
24,Raymond Anderson,1,Tobias van Kersbergen,1
25,Roberto van den Elzen,2,Wouter Hordijk,0
26,Stefan van der List,1,vinicius duarte,1
27,Stefan Vlijm,2,Tijmen van der Kamp,0
28,Thijs Deckers,2,Tom de Ruiter,0
