Table,Player 1,P1 Wins,Player 2,P2 Wins
1,Abe Mulder,0,Bram Deppenbroek,2
2,Alessio Viali,0,Koen Zuidberg,2
3,Andrea Passaro,2,Vlad-Alexandru Negară,0
4,Ben van Wijk,2,Toon de Vet,0
5,boris romero,0,Gianvito Taneburgo,2
6,David Horvath,2,Francesco Agnesi,0
7,Eef vV,0,Harm steenbakkers,2
8,Ettore Cerracchio,0,Yannic van Heereveld,2
9,Fedde Vlietstra,0,tijn mercx,2
10,Fernando Tong,2,Yasmin Saciri,0
11,Floris Heins,0,Vitaly Svetlov,2
12,Francesco Simonetto,2,Nicolas Komanski,0
13,Giacco,2,Vanessa Weber,0
14,Guus Hinrichs,2,Jelle Zwaan,0
15,Hidde van 't Verlaat,0,Nicola Gnasso,2
16,Iain Ligthart,2,Stefan Vlijm,0
17,Jan Rijnbeek,2,Jeff Wade,0
18,Jelle Schneider,2,Quint Marcelis,0
19,Joris Dral,0,Raven de Bruin,2
20,Kasper Zijl,1,Max Mercx,1
21,Liam Wyatt,0,Roberto van den Elzen,2
22,Lisa-Marie van Barneveld,0,Rob Nolle,2
23,Lot Rossmark,0,Mathieu Zwaan,2
24,Lucas Feliciano,1,Maarten Van der weide,1
25,Maeve Powlick,0,Vincent Zwinkels,2
26,Mark Bosma,0,Tom de Ruiter,2
27,Max Roovers,2,Rob Vermaas,0
28,Noah Westerweel,0,Rowan Groen,2
29,Rob Lamers,2,Tijmen van der Kamp,0
30,Tim Laros,2,Wouter Hordijk,0
