Table,Player 1,P1 Wins,Player 2,P2 Wins
1,Aartos Locos,0,Jan Rijnbeek,2
2,Abe Mulder,0,Michele Papucci,2
3,Alessio Viali,0,Noah Westerweel,2
4,Andrea Passaro,2,Koen Zuidberg,0
5,Blom Bezemer,0,Davide Caviglia,2
6,Bram Deppenbroek,2,Irshaad,0
7,Clemens Gerteiser,2,Nicolas Bordenabe,0
8,Collin Bos,0,Simon Isphording,2
9,Dylan van Gelder,2,Tim Swillens,0
10,Eef vV,0,Thomas Wood,2
11,Emmanuel Blazquez,2,Wouter Hordijk,0
12,Ettore Cerracchio,2,Nicolas Komanski,0
13,Fernando Tong,1,Jelle Schneider,1
14,Floris Heins,2,Matteo Bellante,0
15,Floris Stapel,0,Rob Lamers,2
16,Francesco Simonetto,0,Roberto van den Elzen,2
17,Gianvito Taneburgo,2,Pablo Pirata,0
18,Harm steenbakkers,2,Lotte Klomp,0
19,Hidde van 't Verlaat,2,Max Roovers,0
20,Iain Ligthart,2,Toon de Vet,0
21,IJsbrand,0,rasjied sloot,2
22,J van T,0,Leonardo Paternotte,2
23,Jack Schuurbiers,0,Stefan van der List,2
24,Jamie March,2,Jeff Wade,0
25,Jelle Zwaan,2,Lucas Feliciano,0
26,Johan Boesveld,0,Mikhail Kulikov,2
27,Klaas-Jan Gorter,2,Thijs,0
28,Liam Wyatt,0,Noah van Duren,2
29,Luiz Francisco Scudelari de Macedo,1,Tom de Ruiter,1
30,Marcel Hogewoning,0,Tijmen van der Kamp,2
31,Marvin Schippmann,1,Raven de Bruin,1
32,Max Mercx,1,Mirco Bonati,1
33,Max Power,1,Tobias van Kersbergen,1
34,Odile Strik,2,Stefan Gussenhoven,0
35,Rob Nolle,0,Tim Bunnik,2
36,tijn mercx,0,vinicius duarte,2
