Table,Player 1,P1 Wins,Player 2,P2 Wins
1,Abe Mulder,2,Max Roovers,0
2,Arne Klarenberg,0,Mirco Bonati,2
3,Bram Deppenbroek,2,Jelle Zwaan,0
4,Collin Bos,1,Tobias van Kersbergen,1
5,Dalilla Bezoen,0,Davy Baardink,2
6,Eef vV,2,Gianvito Taneburgo,0
7,Elles Dijkhuizen,0,jarno polhuijs,2
8,Ettore Cerracchio,2,Raymond Anderson,0
9,Floris Heins,0,soufian hriz,2
10,Francesco Simonetto,1,Rufus Ang,1
11,Harm steenbakkers,2,Tim Laros,0
12,Iain Ligthart,2,Tom de Ruiter,0
13,Ido levy,0,Quinten Hogenes,2
14,Iskander Waldorp,0,Sam Ye,2
15,Jan Rijnbeek,2,Liam Wyatt,0
16,Jaron Polhuijs,0,Juan Ascanio,2
17,John Buckley,2,Stefan Vlijm,0
18,Jort Bakker,0,Kasper Zijl,2
19,Lucas Feliciano,2,Sebastian Diaz,0
20,luka strganac,2,Yannic van Heereveld,0
21,Marcel Hogewoning,0,Rob Nolle,2
22,Noah Westerweel,2,Thomas Wood,0
23,Rob Vermaas,1,Rob Lamers,1
24,Roberto Schiavone,0,Youri Bakker,2
25,Roberto van den Elzen,2,Tim Bunnik,0
26,Stefan Gussenhoven,2,Tijmen van der Kamp,0
27,Wouter Hordijk,2,Jinja Kinyak,0
